title,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,kecamatan,biaya_masuk,biaya_parkir_motor,biaya_parkir_mobil
Palipi View,https://www.google.com/maps/place/Palipi+View/data=!4m7!3m6!1s0x3031dbf83a2444d3:0xffe4b0238d51acbe!8m2!3d2.5235896!4d98.7444913!16s%2Fg%2F11k9pcbh1b!19sChIJ00QkOvjbMTARvqxRjSOw5P8?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1hmZjg6d7L7dlmDCbYqCiU1d0MDaK18iA?usp=drive_link,4.7,13,"Jl. Simbolon Purba, Sigaol Simbolon, Kec. Palipi, Kabupaten Samosir, Sumatera Utara 22393",Open 24 hours,2.5236058556046164,98.74449242920117,Alam,"Pemandangan, Fotografi, Santai, Piknik, Pemandangan","Palipi View adalah sebuah potensi wisata yang terletak di Kecamatan Palipi, Kabupaten Samosir. Meskipun informasi spesifik mengenai ""Palipi View"" sebagai objek wisata yang sudah mapan masih terbatas, kawasan Palipi sendiri dikenal dengan keindahan alamnya di tepi Danau Toba. Palipi menawarkan suasana kedamaian dengan pemandangan persawahan yang hijau membentang di tepi Danau Toba. Beberapa catatan perjalanan menyebutkan bahwa Palipi adalah tempat yang tepat untuk berhenti sejenak, menikmati ketenangan, dan menyeruput kopi sambil mengagumi keindahan danau.",Palipi,0,0,0
Teluk Aek na Tio,https://www.google.com/maps/place/Teluk+Aek+na+Tio/data=!4m7!3m6!1s0x3031c561f963ab01:0x7cb534dba829c365!8m2!3d2.6040415!4d98.7000304!16s%2Fg%2F11jsqr1f_9!19sChIJAatj-WHFMTARZcMpqNs0tXw?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1DRnLwe0dX8sYlW8ROF4VH51_YPP2X_Db?usp=drive_link,4.8,9,"Jl. Putri Lopian, Pardomuan I, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392",Open 08.00-22.00,2.6040584689193484,98.7000434949791,Bahari,"Pemandangan, Berenang, Santai, Fotografi, Piknik, Perahu, Memancing, Pemandangan","Teluk Aek Na Tio adalah sebuah zona wisata yang terletak di Waterfront City Pangururan, di tepi keindahan alam Danau Toba. Selain menjadi lokasi atraksi air menari yang memukau, terutama menjelang acara-acara besar seperti Kejuaraan Dunia Aquabike 2023, teluk ini juga menyuguhkan pertunjukan film menggunakan layar air yang unik. Pemandangan alam Danau Toba yang tenang menjadi latar belakang yang indah untuk berbagai kegiatan di sini. Pengunjung dapat menikmati penampilan musik akustik, pameran UMKM, parade, lomba kayak dan stand-up paddle di sekitar area teluk yang alami ini. Suasana alam yang menyegarkan di tepi Danau Toba menjadikan Teluk Aek Na Tio sebagai tempat yang menarik untuk bersantai dan menikmati berbagai hiburan.",Pangururan,0,0,0
Pantai SiRulo,https://www.google.com/maps/place/Homestay+Jabu+dan+Pantai+SiRulo/data=!4m7!3m6!1s0x3031c77c090f9f2b:0x532c160bae0dad6!8m2!3d2.6677226!4d98.6889078!16s%2Fg%2F11l6t3w9w7!19sChIJK58PCXzHMTAR1trgumDBMgU?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1P9lkFtOeojAHfEhKkG3Rt75QlJO8OLDR?usp=drive_link,5,46,"Lumban Suhi-Suhi Lumban Silalahi, Huta Bolon, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22390",Open 24 hours,2.667724316423393,98.68890443616078,Bahari,"Berenang, Santai, Fotografi, Perahu, Memancing",Pantai SiRulo adalah tepian berpasir di Danau Toba yang tenang dengan pemandangan indah. Tempat ini sering menjadi lokasi acara santai dan menawarkan aktivitas seperti berkano. Dekat dengan penginapan dengan pemandangan danau. Nikmati suasana pantai unik di tepi danau yang berbeda dari lanskap perbukitan Samosir.,Pangururan,0,0,0
Spot Pemandangan Pulau Tulas,https://www.google.com/maps/place/Pemandangan+Pulau+Tulas/data=!4m7!3m6!1s0x3031cf4c55c9a0ab:0xebd3fd874544ea58!8m2!3d2.645876!4d98.6305564!16s%2Fg%2F11h7xpkqws!19sChIJq6DJVUzPMTARWOpERYf90-s?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1Cq6NmWb3sOswaM8OlrsH0aVdQK5c5T7v?usp=drive_link,5,9,"Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara 22396",Open 24 hours,2.6458760000000043,98.63055103558237,Alam,"Pemandangan, Fotografi, Santai ","Pemandangan Pulau Tulas menawarkan keindahan alam Danau Toba dari sudut pandang sebuah pulau. Pulau Tulas sendiri merupakan sebuah pulau kecil yang terletak di tengah Danau Toba, sehingga menyajikan panorama danau yang luas dikelilingi oleh perbukitan hijau Pulau Samosir dan daratan sekitarnya. Dari berbagai titik di Pulau Tulas, pengunjung dapat menikmati vista air danau yang berkilauan, barisan pegunungan yang membentang di kejauhan, serta langit biru yang memukau. Suasana di Pulau Tulas cenderung tenang dan alami, jauh dari keramaian, menjadikannya tempat yang ideal untuk bersantai dan menikmati kedamaian alam Danau Toba.",Sianjur Mula Mula,0,0,0
Pulau Tulas Sopo Siboro,https://www.google.com/maps/place/Pulau+Tulas+Sopo+Siboro/data=!4m7!3m6!1s0x3031cff5c8553ec3:0xf30aeef7e96cdc6e!8m2!3d2.642694!4d98.6446111!16s%2Fg%2F11h_vf7rj6!19sChIJwz5VyPXPMTARbtxs6ffuCvM?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1AcCBZx5v5IyJ5MWAowrghAC5_eKY2feP?usp=drive_link,5,5,"Sopo, Siboro, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.642661847722706,98.6446271932528,Alam,"Fotografi, Santai, Pemandangan","Pulau Tulas Sopo Siboro adalah sebuah pulau kecil tak berpenghuni yang terletak di tengah perairan indah Danau Toba, secara administratif termasuk dalam wilayah Desa Siboro, Kecamatan Sianjur Mula-mula, Kabupaten Samosir. Keberadaannya ditandai dengan adanya Sopo (rumah adat Batak) yang menjadi milik marga Siboro, memberikan sentuhan budaya dan sejarah pada lanskap alaminya. Pulau ini menawarkan pemandangan Danau Toba yang memukau dari segala sisi, dengan air danau yang luas dan latar belakang perbukitan hijau Samosir yang menawan. Meskipun tanpa penghuni tetap, Pulau Tulas Sopo Siboro menjadi daya tarik wisata karena keindahan alamnya yang alami dan eksotis, sering dikunjungi wisatawan yang ingin menikmati ketenangan dan mengabadikan momen dengan latar belakang pulau yang unik di tengah Danau Toba. ",Sianjur Mula Mula,0,0,0
Panorama Spot Photo Jalan Lingkar,https://www.google.com/maps/place/Panorama+Spot+Photo/data=!4m7!3m6!1s0x3031ebe84dcdc915:0x293d4d32dcb67d09!8m2!3d2.6795326!4d98.8397281!16s%2Fg%2F11pd7qq84v!19sChIJFcnNTejrMTARCX223DJNPSk?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/140DYGDwAevo6lEd0-R4-iYF8s42T7aJi?usp=drive_link,4.6,5,"Jl. Lkr. Tuktuk, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.6795218828945893,98.83971200674719,Alam,"Pemandangan, Fotografi, Santai","Panorama Spot Photo adalah sebuah tempat yang populer untuk menikmati pemandangan indah di kawasan Tuktuk, Samosir. Tempat ini menawarkan sudut pandang yang luar biasa untuk mengabadikan momen dengan latar belakang keindahan Danau Toba dan perbukitan sekitarnya. Lokasinya yang berada di jalan lingkar Tuktuk menjadikannya mudah diakses oleh wisatawan yang sedang menjelajahi kawasan tersebut. Kemungkinan besar, tempat ini dirancang atau secara alami memiliki vista yang strategis untuk melihat panorama danau yang luas dan memukau.",Simanindo,0,0,0
Pea Roba,https://www.google.com/maps/place/Pea+Roba/data=!4m7!3m6!1s0x3031c1a218daf091:0xf93f99b9136f0481!8m2!3d2.7129972!4d98.7555488!16s%2Fg%2F11grr424s3!19sChIJkfDaGKLBMTARgQRvE7mZP_k?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/10-7Yf8MMvB8ycitZxEUnXibGM59a04O4?usp=drive_link,4.3,3,"Maduma, Simanindo, Samosir Regency, North Sumatra 22395",Open 24 hours,2.712975766378649,98.75554343558238,Alam,"Fotografi, Santai, Trekking","Pea Roba adalah sebuah hamparan alam yang tenang dan mempesona di pedesaan Samosir. Tempat ini menawarkan keindahan padang rumput hijau yang luas, berpadu dengan permukaan air yang tenang yang memantulkan langit. Di kejauhan, perbukitan yang landai dan ditutupi vegetasi menciptakan latar belakang yang damai.",Simanindo,0,0,0
Panorama Batu Lihi Star,https://www.google.com/maps/place/Batu+Lihi+Star/data=!4m7!3m6!1s0x3031bfceb15ad30b:0x8bcee8fcd76497aa!8m2!3d2.778759!4d98.820125!16s%2Fg%2F11fxb2dr0p!19sChIJC9Nasc6_MTARqpdk1_zozos?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1eYTYA4zTnACc7e6l_5MbtNypy4YmFkC9?usp=drive_link,4.3,260,"Jl. Pematang Purba - Parapat, Pematang Tambun Raya, Kec. Pematang Sidamanik, Kabupaten Simalungun, Sumatera Utara 21186",Open 6.30-21.00,2.7787482837793083,98.82011963558239,Alam,"Pemandangan, Fotografi, Santai, Trekking, Pemandangan ","Panorama Batu Lihir adalah sebuah titik pandang yang menakjubkan di tepi tebing tinggi, yang menawarkan vista spektakuler ke arah keindahan Danau Toba yang membentang luas. Dari platform kayu yang dibangun khusus, pengunjung dapat mengagumi panorama air danau yang tenang dikelilingi oleh barisan megah pegunungan dan perbukitan hijau Samosir. ",Pematang Sidamanik,0,0,0
Pea FarmHouse,https://www.google.com/maps/place/Pea+FarmHouse/data=!4m7!3m6!1s0x3031c1aa4d370c8b:0x3a50ecfc8e4cb9f5!8m2!3d2.6965013!4d98.810091!16s%2Fg%2F11fs2z2w6w!19sChIJiww3TarBMTAR9blMjvzsUDo?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1wUSK6laPFZXNS_j-M5u0Gfnh10yjdE4e?usp=drive_link,4.8,63,"Martoba, Simanindo, Samosir Regency, North Sumatra",Open 24 hours,2.6965013000000106,98.8100963644176,Alam,"Pemandangan, Trekking, Camping","Pea FarmHouse adalah destinasi wisata alam dan homestay yang terletak di Desa Martoba, Kecamatan Simanindo, Kabupaten Samosir, Sumatera Utara. Terletak di ketinggian sekitar 1.144 meter di atas permukaan laut, tempat ini menawarkan pemandangan spektakuler Danau Toba, terutama saat matahari terbit dan fenomena lautan awan di pagi hari.",Simanindo,0,5000,15000
Pelabuhan utama sihotang,https://www.google.com/maps/place/Pelabuhan+utama+sihotang/data=!4m7!3m6!1s0x3031dbbf2abbff17:0xe4b41054fde3c5a9!8m2!3d2.5322641!4d98.7206518!16s%2Fg%2F11cly96ssc!19sChIJF_-7Kr_bMTARqcXj_VQQtOQ?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1a78rGdfcMRdMrKRwDIR174bgGX7IZcUf?usp=drive_link,4.1,101,"Dolok Raja, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.5322748183591033,98.7206571644176,Bahari,"Fotografi, Pemandangan, Transportasi","Pelabuhan Sihotang merupakan salah satu pelabuhan penyeberangan di Kabupaten Samosir, Sumatera Utara, yang berlokasi di kawasan Sihotang, Pulau Samosir. Pelabuhan ini melayani kebutuhan transportasi kapal untuk berbagai tujuan, termasuk pengiriman barang, kargo, kendaraan bermotor, serta penumpang.",Harian,0,0,0
Danau Pea Na Bolak,https://www.google.com/maps/place/Danau+Pea+Na+Bolak/data=!4m7!3m6!1s0x3031c6ab69aa065f:0x30f4221978ec4eb3!8m2!3d2.6711799!4d98.7465689!16s%2Fg%2F11c0xrf62l!19sChIJXwaqaavGMTARs07seBki9DA?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1Uw_lXYrWiJVP-vbKD8oJndstlOzIMmMg?usp=drive_link,4.9,9,"Desa Pardomuan Nauli, Kecamatan Pangururan, Kabupaten Samosir, Sumatera Utara",Open 08.00-17.00,2.671179900000011,98.74658499325282,Alam,"Fotografi, Pemandangan, Piknik, Edukasi","Danau Pea Na Bolak adalah sebuah danau kecil yang terletak di Desa Pardomuan Nauli, Kecamatan Pangururan, Kabupaten Samosir, Sumatera Utara. Danau ini dikenal sebagai salah satu destinasi wisata alam yang menawarkan pemandangan indah dan suasana tenang di sekitar Danau Toba.",Pangururan,0,0,0
Panatapan parhallow,https://www.google.com/maps/place/Panatapan+parhallo/data=!4m7!3m6!1s0x3031e9292acc0d29:0x297415d070f59e5a!8m2!3d2.6173972!4d98.8722973!16s%2Fg%2F11j0hldphr!19sChIJKQ3MKinpMTARWp71cNAVdCk?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1RkwWjULCfak5ZJ-Ti-8UywghzHkZ648U?usp=drive_link,4.6,10,"Jl. Pulau Samosir, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara.",Buka 09.00 - 17.00,2.6173757647138323,98.8722919355824,Alam,"Fotografi, Pemandangan, Santai","Panatapan Parhallo adalah sebuah tempat wisata alam yang terletak di Desa Tomok, Kecamatan Simanindo, Pulau Samosir, Sumatera Utara. Tempat ini menawarkan pemandangan spektakuler Danau Toba dari ketinggian, menjadikannya destinasi favorit bagi wisatawan yang ingin menikmati keindahan alam sambil bersantai.",Simanindo,0,0,0
PARTUNGKOAN SALAON DOLOK,https://www.google.com/maps/place/PARTUNGKOAN+SALAON+DOLOK/data=!4m7!3m6!1s0x3031c340cefd8653:0x54949ef2962582dc!8m2!3d2.6566865!4d98.8154655!16s%2Fg%2F11qyg75r5j!19sChIJU4b9zkDDMTAR3IIllvKelFQ?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1Jj3qO0lIBv39Zq-UTCKAF4oNe3BXeM3g?usp=drive_link,5,1,"Desa Salaon Dolok, Kecamatan Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara",Open 08.00-17.00,2.6566865000000024,98.81548159325283,Alam,"Edukasi, Trekking, Pemandangan","Partungkoan Salaon Dolok adalah sebuah lokasi bersejarah di Desa Salaon Dolok, Kecamatan Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara. Tempat ini dikenal sebagai Huta Partukkoan, yang dalam budaya Batak berfungsi sebagai pusat pertemuan adat dan musyawarah para tokoh masyarakat pada masa lalu. Istilah ""Partungkoan"" sendiri merujuk pada tempat berkumpul atau bermusyawarah dalam tradisi Batak.",Ronggur Nihuta,0,0,0
Rest Area Tele,https://www.google.com/maps/place/Rest+Area+Tele/data=!4m7!3m6!1s0x3031d06068065235:0x3d3b7a2239247b6f!8m2!3d2.5518488!4d98.6394003!16s%2Fg%2F11hd4syzcy!19sChIJNVIGaGDQMTARb3skOSJ6Oz0?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1jtxIwc9AxWAy0mtimbmfHTEAu4tk2O8L?usp=drive_link,4.5,29,"HJ2Q+PQJ, Turpuk Limbong, Harian, Samosir Regency, North Sumatra 22396",Buka 06.00 - 24.00 ,2.5518487999999944,98.6394056644176,Alam,"Pemandangan, Santai, Fotografi","Rest Area Tele merupakan fasilitas pendukung yang terletak di kawasan Menara Pandang Tele, Kecamatan Harian, Kabupaten Samosir, Sumatera Utara. Tempat ini menjadi titik istirahat strategis bagi wisatawan yang ingin menikmati panorama Danau Toba dari ketinggian.",Harian,10000,5000,10000
Bukit Pahoda,https://www.google.com/maps/place/Bukit+Pahoda/data=!4m7!3m6!1s0x302e049c02d6f0f9:0x51ad0eefbe2ba85d!8m2!3d2.349122!4d99.0403375!16s%2Fg%2F11c617g39v!19sChIJ-fDWApwELjARXagrvu8OrVE?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1jeK8PAAyZnz5EWXSJoa_Tehop2onOg9j?usp=drive_link,4.5,95,"Desa Lumban Silintong, Kecamatan Balige, Kabupaten Toba, Sumatera Utara",Open 08.00-17.00,2.349122000000008,99.04035359325282,Alam,"Trekking, Hiking, Santai, Piknik,  Fotografi, Pemandangan","Bukit Pahoda adalah destinasi wisata alam yang terletak di Desa Lumban Silintong, Kecamatan Balige, Kabupaten Toba, Sumatera Utara. Bukit ini menawarkan panorama spektakuler Danau Toba dari ketinggian sekitar 500 meter di atas permukaan danau, menjadikannya salah satu spot terbaik untuk menikmati keindahan alam kawasan tersebut.",Balige,0,0,0
Wisata Rumah Pohon,https://www.google.com/maps/place/Wisata+Rumah+Pohon/data=!4m7!3m6!1s0x302e0550bf8a7ceb:0x70810a42ef94b07f!8m2!3d2.3514354!4d99.0253061!16s%2Fg%2F11rgfqg874!19sChIJ63yKv1AFLjARf7CU70IKgXA?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1hHgO6CDeKy77TMgr5O1XMO6BvRAI5x-s,4.5,166,"Jl. Raya TaraBunga, Tara Bunga, Kec. Tampahan, Toba, Sumatera Utara 22312",Open 24 hours,2.3516712356197,99.02535974418227,Alam,"Fotografi, Pemandangan, Santai, Camping",Wisata Rumah Pohon Tampahan adalah sebuah destinasi wisata yang menawarkan pengalaman unik menikmati keindahan Danau Toba dari ketinggian di antara pepohonan. Terletak di kawasan desa Tara Bunga Kecamatan Tampahan.,Tampahan,0,0,0
Sipinsur Park Geosite and Pine Forest,https://www.google.com/maps/place/Sipinsur+Park+Geosite+and+Pine+Forest/data=!4m7!3m6!1s0x302e191e11932b13:0x47ffc29f2eb0d3e1!8m2!3d2.3291448!4d98.8813939!16s%2Fg%2F11b6dfg91y!19sChIJEyuTER4ZLjAR4dOwLp_C_0c?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1MUHpoYxB36oxPMwrAf0DLy37cTJyPvVh,4.6,4965,"Parulohan, Paranginan, Humbang Hasundutan Regency, North Sumatra 22476",Open 07.00 - 23.00,2.3293055995744747,98.88147973069165,Alam,"Fotografi, Pemandangan, Santai,  Camping ","Sipinsur Park adalah sebuah geosite yang menawan dalam kawasan Kaldera Toba UNESCO Global Geopark, yang terkenal dengan pemandangan Danau Toba yang sangat indah dari ketinggian. Selain panorama danau yang luas dan memukau, Sipinsur juga dikelilingi oleh hutan pinus yang rimbun dan sejuk, menciptakan suasana yang tenang dan menyegarkan.",Paranginan,10000,0,0
Air Terjun Janji,https://www.google.com/maps/place/Air+Terjun+Janji/data=!4m7!3m6!1s0x302e221610e7ad55:0x35989309af20d587!8m2!3d2.339422!4d98.8157783!16s%2Fg%2F11btmsc5x_!19sChIJVa3nEBYiLjARh9UgrwmTmDU?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1zX0Hq5irFlEp5s4aG6tAbzOsGsYMNzz6,4.6,1233,"Tipang, Bakti Raja, Humbang Hasundutan Regency, North Sumatra 22457",Open 07.00 - 17.00,2.3396149580762424,98.81577829999999,Alam,"Fotografi, Pemandangan, Santai","Air Terjun Janji adalah sebuah air terjun yang unik dan menarik di Sumatera Utara. Keunikan utamanya terletak pada sumber airnya yang berasal langsung dari Danau Linting, sebuah danau kawah yang terkenal dengan airnya yang berwarna hijau toska dan kandungan belerangnya. Air dari Danau Linting mengalir melalui sungai kecil dan kemudian terjun bebas membentuk Air Terjun Janji.",Baktiraja,0,0,0
AIR TERJUN BIDADARI JONGGI NIHUTA,https://www.google.com/maps/place/AIR+TERJUN+BIDADARI+JONGGI+NIHUTA/data=!4m7!3m6!1s0x3031e523f6541bfb:0xc395e8811414e187!8m2!3d2.5532428!4d98.9961629!16s%2Fg%2F11dzvwc4ts!19sChIJ-xtU9iPlMTARh-EUFIHolcM?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1qcn-3viYb63EwGGOnvwtmJv1vseAC3xh,3.9,10,"Jonggi Nihuta, Lumban Julu, Toba, North Sumatra 22386",Open 24 hours,2.553564345505795,98.99627018836456,Alam,"Fotografi, Pemandangan, Santai, Trekking","Air Terjun Bidadari Jonggi Nihuta adalah sebuah air terjun yang menawan yang terletak di kawasan Samosir. Nama ""Bidadari"" yang disematkan padanya kemungkinan merujuk pada keindahan dan pesona air terjun ini yang seolah-olah turun dari kahyangan. Air terjun ini memiliki aliran air yang jernih dan segar yang jatuh dari ketinggian tertentu, menciptakan pemandangan yang indah dan suara gemericik air yang menenangkan. ",Lumban Julu,0,0,0
Swiss Van Toba,https://www.google.com/maps/place/Swiss+Van+Toba/data=!4m7!3m6!1s0x3031e90055ec090f:0xa39a3a6ac2da3697!8m2!3d2.608648!4d98.91964!16s%2Fg%2F11vss3wc_2!19sChIJDwnsVQDpMTARlzbawmo6mqM?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1ciByRQ49FfIqfR3MAlU6gkYqXs-4lfhN,5,3,"JW59+FV, Horsik, Ajibata, Toba, North Sumatra",Open 08.00-17.00,2.608980249204248,98.91970437301872,Alam,"Fotografi, Pemandangan, Santai, Berenang, Memancing, Perahu, Camping","Swiss Van Toba menyajikan pemandangan alam yang dramatis dan memukau, dengan lembah curam yang dialiri sungai berbatu dan pegunungan tinggi yang diselimuti kabut. Keindahan vegetasi hijau yang subur berpadu dengan sungai yang jernih dan bebatuan terang. Suasana yang tenang dan damai dengan skala pegunungan yang megah menciptakan pengalaman alam yang luar biasa dan menenangkan jiwa. Tempat ini adalah surga bagi pecinta alam yang mencari keindahan yang alami dan dramatis.",Ajibata,0,0,0
TUNGKIR JAYA CAMP,https://www.google.com/maps/place/TUNGKIR+JAYA+CAMP/data=!4m7!3m6!1s0x3031b3248dae1e25:0x45fe0851ff20b69d!8m2!3d2.832969!4d98.526843!16s%2Fg%2F11n0tr_lvx!19sChIJJR6ujSSzMTARnbYg_1EI_kU?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1jxlWLmOzXuBGSYctXBj066i14o2OFJ8g,5,1,"Silalahi III, Silahisabungan, Dairi Regency, North Sumatra",Open 24 hours,2.832990428591097,98.52682153794792,Alam,"Fotografi, Pemandangan, Santai, Camping","Tungkup Jaya Camp adalah sebuah area perkemahan yang berlokasi istimewa persis di tepi perairan tenang Danau Toba. Tempat ini menawarkan pengalaman berkemah yang unik dengan akses langsung ke keindahan danau, memungkinkan para pengunjung untuk menikmati pemandangan spektakuler danau yang luas dengan latar belakang megah pegunungan yang menjulang. ",Silahisabungan,0,0,0
PANTAI LATERSIA SIMEHULI,https://www.google.com/maps/place/PANTAI+LATERSIA+SIMEHULI/data=!4m7!3m6!1s0x3031b367b54295dd:0xe413e202fdc1f4a3!8m2!3d2.8302917!4d98.52616!16s%2Fg%2F11hzxymjb2!19sChIJ3ZVCtWezMTARo_TB_QLiE-Q?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1Nn4OCc_sY4dJC2SeWhjXnbITtU090ZUg,5,6,"kawasan Silalahi, Kecamatan Silahisabungan, Kabupaten Dairi, Sumatera Utara",Open 24 hours,2.83052486850749,98.52619584367794,Alam,"Fotografi, Pemandangan,  Santai",Pantai Latersia Simehuli adalah destinasi wisata yang terletak di Kabupaten Dairi. Pantai ini menawarkan keindahan alam yang menawan dan menjadi tempat yang tepat untuk menikmati liburan tak terlupakan di kawasan Danau Toba.,Silahisabungan,0,0,0
Simarjarunjung Hound Sky,https://www.google.com/maps/place/Simarjarunjung+Hound+Sky/data=!4m7!3m6!1s0x3031be99603a0fdd:0xab6ab6a6249238fb!8m2!3d2.8178556!4d98.7755841!16s%2Fg%2F11f3n93mhz!19sChIJ3Q86YJm-MTAR-ziSJKa2aqs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1b5FbWSqnE1Bb9ODYe_JthPMrao_cNguY,4.3,305,"Jl. Simarjarunjung, Parik Sabungan, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 24 hours,2.817887747589295,98.77558409999999,Alam,"Fotografi, Pemandangan, Santai, Camping, Trekking","Simarjarunjung Hound Sky tempat adalah sebuah destinasi wisata yang berlokasi strategis di kawasan Simarjarunjung, Sumatera Utara, yang terkenal dengan pemandangan spektakuler Danau Toba dari ketinggian. ",Dolok Pardamean,0,0,0
Taman Eden 100 Toba,"https://www.google.com/maps/place/Taman+Eden+100+Toba/@2.5905027,99.0389144,19z/data=!4m15!1m8!3m7!1s0x3031f07396d119b9:0x5a46f0ab2efec853!2sTaman+Eden+100+Toba!8m2!3d2.5910985!4d99.0388878!10e5!16s%2Fg%2F11c0pzjfq0!3m5!1s0x3031f07396d119b9:0x5a46f0ab2efec853!8m2!3d2.5910985!4d99.0388878!16s%2Fg%2F11c0pzjfq0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/1Lhy_kerK8pTl6bNnS5hdFYMgTxeBS6q3,4.5,440,"Desa Sionggang Utara, Kecamatan Lumban Julu, Kabupaten Toba, Sumatera Utara",Open 08.00 - 18.00,2.591102900677984,99.03888757790887,Alam,"Fotografi, Trekking, Camping, Pemandangan, Edukasi","Taman Eden 100 adalah kawasan wisata alam yang luasnya sekitar 40-50 hektar, terletak di dataran tinggi dengan ketinggian 1760-2150 meter di atas permukaan laut, menawarkan udara yang sejuk dan pemandangan alam yang asri. Tempat ini memiliki konsep wisata edukasi alam, di mana pengunjung dapat belajar mengenai berbagai jenis tanaman, terutama tanaman endemik khas Toba.",Lumban Julu,15000,5000,10000
Bukit Sipatungan,https://www.google.com/maps/place/Bukit+Sipatungan/data=!4m7!3m6!1s0x302e21201f44638f:0xe0c32d0ac534e640!8m2!3d2.4274324!4d98.7932558!16s%2Fg%2F11mvtd7wv2!19sChIJj2NEHyAhLjARQOY0xQotw-A?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/16sfXbtXAlQi2OqZVJoyrfxbafdlKi09V,4.5,27,"Sabulan, Sitio-Tio, Samosir Regency, North Sumatra",Open 24 hours,2.427475276833334,98.79326652883645,Alam,"Pemandangan, Fotografi, Trekking, Santai, Piknik, Pemandangan","Bukit Sipatungan adalah sebuah titik ketinggian yang menawarkan pemandangan Danau Toba yang memukau dari sisi yang berbeda. Dari puncak bukit, pengunjung dapat menikmati panorama danau yang luas dengan latar belakang perbukitan yang hijau. Tempat ini menjadi spot favorit untuk fotografi lanskap, terutama saat matahari terbit dan terbenam yang memancarkan warna-warna indah di langit dan danau.",Sitio-Tio,5000,0,0
Pantai Pasir Putih Parparean,https://www.google.com/maps/place/Pantai+Pasir+Putih+Parparean/data=!4m7!3m6!1s0x3031ffd451ee5d77:0x4329e9a7d027afb0!8m2!3d2.4318413!4d99.149081,https://drive.google.com/drive/folders/1tP_biqDHdIYkcNDHQj1kd2K91EHteLQV,4.2,1301,"Parparean II, Porsea, Toba, North Sumatra 22384",Open 08.00-19.00,2.4318338967984574,99.14908050696783,Bahari,"Berenang, Santai, Fotografi, Piknik, Memancing, Pemandangan"," Pantai Pasir Putih Parparean adalah destinasi tepi Danau Toba yang menawarkan hamparan pasir putih yang lembut, berbeda dengan kebanyakan pantai di sekitar danau yang cenderung berkerikil. Tempat ini menjadi favorit bagi keluarga untuk berlibur dan bersantai karena airnya yang tenang dan dangkal di beberapa area, ideal untuk berenang dan bermain air. ",Porsea,0,3000,10000
